prickles	prickle
invigilated	invigilate
nabbing	nab
cocking	cock
balling	ball
burmeses	burmese
hobnobs	hobnob
disorganizes	disorganize
whips	whip
reaching	reach
canvasses	canvass
unwrapped	unwrap
fenestrations	fenestration
depends	depend
fibulae	fibula
siting	site
carolines	caroline
trilling	trill
slyest	sly
glorifying	glorify
flickering	flicker
clarets	claret
appendicectomies	appendicectomy
broadest	broad
outliers	outlier
smogs	smog
powerboats	powerboat
crescents	crescent
beginnings	beginning
thermographies	thermography
certitudes	certitude
deviates	deviate
shorts	short
reinstalls	reinstall
oxfords	oxford
smokes	smoke
desensitising	desensitise
maroons	maroon
stabilizing	stabilize
fragmented	fragment
farewells	farewell
impedes	impede
amplitudes	amplitude
burrowing	burrow
hurtling	hurtle
cashiers	cashier
offers	offer
surfed	surf
mimicries	mimicry
meteorologists	meteorologist
kneecaps	kneecap
goblets	goblet
needled	needle
groundswells	groundswell
rewinding	rewind
derivatives	derivative
insomnias	insomnia
sprinklings	sprinkling
statements	statement
belugas	beluga
razes	raze
shadowing	shadow
puffs	puff
outvotes	outvote
laminations	lamination
rotifers	rotifer
enamels	enamel
highlands	highland
statistics	statistic
relegates	relegate
quantising	quantise
castrated	castrate
panics	panic
anemias	anemia
canticles	canticle
basted	baste
wasted	waste
electroplates	electroplate
refugia	refugium
detraining	detrain
breccias	breccia
scarpering	scarper
underlined	underline
dewier	dewy
reassembled	reassemble
switching	switch
stylizing	stylize
safeties	safety
eighths	eighth
gunpowders	gunpowder
dashboards	dashboard
tuis	tui
shodden	shoe
gardenias	gardenia
strangles	strangle
churns	churn
calmed	calm
craps	crap
biographies	biography
spectroscopes	spectroscope
killjoys	killjoy
cup-ties	cup-tie
torrents	torrent
mistyped	mistype
chestnuts	chestnut
splitters	splitter
mulattoes	mulatto
parameterized	parameterize
prefects	prefect
nightdresses	nightdress
dishing	dish
re-evaluates	re-evaluate
canoes	canoe
hydrations	hydration
sitters	sitter
backlashes	backlash
stirred	stir
acetylcholinesterases	acetylcholinesterase
bacteraemias	bacteraemia
flailing	flail
specialisations	specialisation
counteracts	counteract
masalas	masala
shaded	shade
supported	support
poppadums	poppadum
conferred	confer
antonyms	antonym
actuates	actuate
canonizing	canonize
magnetizing	magnetize
mls	ml
brasseries	brasserie
brothers	brother
sarcomeres	sarcomere
metallising	metallise
sidelined	sideline
towered	tower
trots	trot
sultanates	sultanate
robs	rob
mooing	moo
floras	flora
foreshadows	foreshadow
expounding	expound
spunkiest	spunky
maying	may
re-adjusting	re-adjust
embarrassed	embarrass
mse	ms
chromes	chrome
summings-up	summing-up
expostulated	expostulate
carcinoids	carcinoid
curs	cur
ungirds	ungird
retrieves	retrieve
americanising	americanise
airconditionings	airconditioning
bedsteads	bedstead
leafs	leaf
jack-knifed	jack-knife
dissecting	dissect
sills	sill
liners	liner
costumes	costume
recalls	recall
pranksters	prankster
amygdalas	amygdala
etching	etch
re-modeling	re-model
tides	tide
vagi	vagus
sketchpads	sketchpad
hadrons	hadron
honeymooners	honeymooner
weaves	weave
bulks	bulk
divinely	divine
lawnmowers	lawnmower
synagogues	synagogue
introjections	introjection
solstices	solstice
robotics	robotic
mobilised	mobilise
outruns	outrun
vergers	verger
icier	icy
injuries	injury
foreskins	foreskin
macros	macro
warranties	warranty
lymphomas	lymphoma
sherries	sherry
boatswains	boatswain
actuations	actuation
by-passes	by-pass
outsources	outsource
jowls	jowl
sowers	sower
shahs	shah
chitins	chitin
aromas	aroma
rectified	rectify
visited	visit
villains	villain
speared	spear
titchier	titchy
conflates	conflate
counter-revolutions	counter-revolution
tassels	tassel
altercations	altercation
lobbed	lob
polishers	polisher
cytoskeletons	cytoskeleton
cryptograms	cryptogram
blessing	bless
press-gangs	press-gang
brainiest	brainy
blow-dries	blow-dry
fulfilling	fulfill
indicts	indict
distilled	distil
corteges	cortege
birthdates	birthdate
wrinklier	wrinkly
securities	security
excavates	excavate
mentored	mentor
policed	police
slicker	slick
exhilarates	exhilarate
excommunicating	excommunicate
rainfalls	rainfall
tableaus	tableau
pattens	patten
fingerstalls	fingerstall
retirements	retirement
carpenters	carpenter
tilting	tilt
dividends	dividend
advertisements	advertisement
citrines	citrine
subsidising	subsidise
repealing	repeal
incubated	incubate
eucalypts	eucalypt
sealers	sealer
assayed	assay
chortling	chortle
trampled	trample
downswings	downswing
corniest	corny
hotpots	hotpot
translucencies	translucency
accompanies	accompany
pages	page
contraptions	contraption
scored	score
pontificates	pontificate
bonsais	bonsai
kilos	kilo
vacancies	vacancy
centimetres	centimetre
descrying	descry
gorging	gorge
skirted	skirt
brainwashes	brainwash
boots	boot
bronchioles	bronchiole
microsystems	microsystem
stationing	station
perennials	perennial
conquests	conquest
flummoxes	flummox
cholangiocarcinomata	cholangiocarcinoma
actualising	actualise
marketed	market
gratifying	gratify
foreboded	forebode
blockbusters	blockbuster
vacationing	vacation
scuffled	scuffle
malfunctions	malfunction
prosthetics	prosthetic
re-models	re-model
dimpling	dimple
handfuls	handful
chives	chive
brigands	brigand
jinxes	jinx
degenerations	degeneration
sicilians	sicilian
clinics	clinic
reformatted	reformat
largest	large
validators	validator
stubbles	stubble
lambastes	lambaste
communications	communication
punchier	punchy
freshnesses	freshness
words	word
zeniths	zenith
countenances	countenance
vcrs	vcr
greenbacks	greenback
beads	bead
emasculated	emasculate
banyans	banyan
an	a
sheepdogs	sheepdog
revisits	revisit
overstates	overstate
aligning	align
showering	shower
judders	judder
abdicates	abdicate
unseated	unseat
overdoses	overdose
thumbed	thumb
prejudices	prejudice
homeostases	homeostasis
chides	chide
vice-presidents	vice-president
understates	understate
recyclers	recycler
construing	construe
espressos	espresso
tilers	tiler
fibrils	fibril
savants	savant
testifying	testify
prioresses	prioress
mesmerising	mesmerise
walkmans	walkman
slimiest	slimy
adjudicators	adjudicator
goths	goth
pirouetting	pirouette
depolarising	depolarise
alfalfas	alfalfa
re-decorating	re-decorate
rationalized	rationalize
retching	retch
blondest	blonde
appendectomies	appendectomy
warders	warder
lepta	lepton
rehanged	rehang
foals	foal
portholes	porthole
astrocytomas	astrocytoma
faulting	fault
braining	brain
stagehands	stagehand
pin-tables	pin-table
nemeses	nemesis
manifests	manifest
haughtiest	haughty
attackers	attacker
doddering	dodder
transgressions	transgression
praiseworthiest	praiseworthy
chirruped	chirrup
systematises	systematise
rabbits	rabbit
chads	chad
bongs	bong
imprisons	imprison
fording	ford
convolutions	convolution
rectifiers	rectifier
resells	resell
clanging	clang
overfills	overfill
enameled	enamel
prattles	prattle
jobbed	job
annuities	annuity
electroplated	electroplate
consonants	consonant
coasting	coast
decapitations	decapitation
outbids	outbid
sectors	sector
timidest	timid
glassmakers	glassmaker
mopped	mop
talents	talent
anhydrides	anhydride
tablespoonsful	tablespoonful
non-words	non-word
hydrotherapies	hydrotherapy
charted	chart
schemas	schema
denatures	denature
untidier	untidy
gracilides	gracilis
machined	machine
reprocessed	reprocess
administrated	administrate
adored	adore
rotted	rot
evaluates	evaluate
deems	deem
amazons	amazon
deviled	devil
stokes	stoke
numbest	numb
screenings	screening
half-backs	half-back
metropolides	metropolis
peeked	peek
abolished	abolish
garbs	garb
nears	near
mountebanks	mountebank
hollies	holly
inherited	inherit
hearthrugs	hearthrug
adulteresses	adulteress
vestries	vestry
farmhands	farmhand
tomahawks	tomahawk
minded	mind
enraptured	enrapture
exerts	exert
consorted	consort
padlocks	padlock
deducted	deduct
surprises	surprise
synchronizations	synchronization
boxed	box
handbrakes	handbrake
innings	inning
terrorising	terrorise
parents	parent
surpassed	surpass
overhangs	overhang
shinier	shiny
epiphytes	epiphyte
showrooms	showroom
amazes	amaze
ledges	ledge
bindings	binding
decades	decade
readjusted	readjust
overleaped	overleap
firers	firer
shifters	shifter
trapdoors	trapdoor
promising	promise
pees	pee
quantities	quantity
opals	opal
ratcheted	ratchet
pessaries	pessary
sloganeering	sloganeer
strains	strain
bluffs	bluff
partnerships	partnership
mythologising	mythologise
intubates	intubate
panelled	panel
waltzing	waltz
qqv	qv
blew	blow
farrows	farrow
constructionists	constructionist
gazetting	gazette
sincerest	sincere
uprooting	uproot
oceans	ocean
comelier	comely
pastas	pasta
militarising	militarise
flopping	flop
preheating	preheat
overexposed	overexpose
sparkling	sparkle
fluorides	fluoride
clattered	clatter
bourses	bourse
frizzled	frizzle
timeservers	timeserver
immigrants	immigrant
graders	grader
tasseled	tassel
lunching	lunch
ventilating	ventilate
gales	gale
learning	learn
reforested	reforest
slaughters	slaughter
browbeating	browbeat
feathering	feather
partygoers	partygoer
sewing	sew
self-organised	self-organise
afforesting	afforest
romanticises	romanticise
neuropathologies	neuropathology
hoaxing	hoax
hitch-hikes	hitch-hike
allots	allot
bromides	bromide
showier	showy
underplays	underplay
mounted	mount
hissing	hiss
upped	up
turfs	turf
boning	bone
mid-fields	mid-field
orchestrates	orchestrate
sixties	sixty
finns	finn
oratorios	oratorio
gums	gum
electricians	electrician
roadhouses	roadhouse
satirizing	satirize
touch-types	touch-type
buoys	buoy
reminds	remind
yapped	yap
keystones	keystone
steamed	steam
cockatoos	cockatoo
goldfields	goldfield
rowlocks	rowlock
foraged	forage
buildings	building
oxytetracyclines	oxytetracycline
latched	latch
dating	date
politics	politic
glaciating	glaciate
entitling	entitle
mobilizations	mobilization
anagrams	anagram
ridging	ridge
windbags	windbag
homophones	homophone
incumbents	incumbent
mappings	mapping
rationalises	rationalise
blinkered	blinker
lauds	laud
airlocks	airlock
mackintoshes	mackintosh
molds	mold
yuccas	yucca
perfumed	perfume
dominions	dominion
incubi	incubus
reindeers	reindeer
maxims	maxim
clubhouses	clubhouse
gripes	gripe
diligences	diligence
boggles	boggle
bleated	bleat
mongooses	mongoose
switchers	switcher
stocks	stock
junkets	junket
prototyped	prototype
devouring	devour
pulled	pull
holographies	holography
ragworts	ragwort
slatterns	slattern
abridgments	abridgment
megabytes	megabyte
mollifying	mollify
de-stabilises	de-stabilise
breaths	breath
exploitations	exploitation
beansprouts	beansprout
birds	bird
gargling	gargle
complexities	complexity
polkas	polka
magnetos	magneto
frightens	frighten
blinded	blind
meets	meet
nautili	nautilus
breeds	breed
re-joined	re-join
tootles	tootle
transitioning	transition
arks	ark
outfalls	outfall
perfectionists	perfectionist
wings	wing
vows	vow
yellowhammers	yellowhammer
mothers-to-be	mother-to-be
wiser	wise
lavas	lava
flowered	flower
blackmailing	blackmail
beefsteaks	beefsteak
overexpressing	overexpress
exegetes	exegete
constituents	constituent
congratulated	congratulate
slowpokes	slowpoke
quick-froze	quick-freeze
solubilities	solubility
filenames	filename
lipreadings	lipreading
borers	borer
disulphides	disulphide
sumps	sump
regards	regard
understatements	understatement
rheumatisms	rheumatism
vindicating	vindicate
anaesthesiologists	anaesthesiologist
scaped	scape
installments	installment
sergeants	sergeant
estradiols	estradiol
treatments	treatment
seaming	seam
snuffing	snuff
try-outs	try-out
adieus	adieu
knapped	knap
randomisations	randomisation
sanctuaries	sanctuary
lacquers	lacquer
kcs	kc
typifications	typification
endowments	endowment
notified	notify
govs	gov
consolidators	consolidator
perambulated	perambulate
desolates	desolate
passers	passer
flourier	floury
garrotted	garrotte
fatherlands	fatherland
trotskyites	trotskyite
concocts	concoct
abseiling	abseil
generated	generate
huddling	huddle
litigants	litigant
playing	play
bandas	banda
hemlines	hemline
mayed	may
disagreed	disagree
diopters	diopter
puppeteers	puppeteer
grooms	groom
veiling	veil
pressurisations	pressurisation
ruses	ruse
iraqis	iraqi
gasped	gasp
displays	display
sows	sow
radicalising	radicalise
reconverting	reconvert
trapezia	trapezium
coagulopathies	coagulopathy
swaddled	swaddle
immunohistochemistries	immunohistochemistry
flicks	flick
soppier	soppy
mulattos	mulatto
anodizing	anodize
soirees	soiree
sophomores	sophomore
differed	differ
deputed	depute
fattier	fatty
manifestos	manifesto
palpated	palpate
joists	joist
flotations	flotation
pummelling	pummel
necrotised	necrotise
replicates	replicate
groundnuts	groundnut
h-bombs	h-bomb
exploiting	exploit
launchers	launcher
cytoplasms	cytoplasm
cultivators	cultivator
homicides	homicide
extras	extra
imposed	impose
pimps	pimp
struggling	struggle
blobbing	blob
walkabouts	walkabout
enlarged	enlarge
manipulators	manipulator
plated	plate
seizures	seizure
anchormen	anchorman
jazzes	jazz
shantytowns	shantytown
rankings	ranking
euthanising	euthanise
piddled	piddle
combinations	combination
directed	direct
self-regulates	self-regulate
acorns	acorn
dogfights	dogfight
callings	calling
determinatives	determinative
groundsmen	groundsman
shacked	shack
saxes	sax
frame-ups	frame-up
sectioned	section
maters	mater
putrefied	putrefy
daintiest	dainty
disapproved	disapprove
gamier	gamy
vitalities	vitality
scaping	scape
digitalises	digitalise
docked	dock
barbarities	barbarity
kinking	kink
embarked	embark
distils	distil
change-overs	change-over
coordinates	coordinate
libeling	libel
fetishised	fetishise
praxes	praxis
lotions	lotion
intoxicated	intoxicate
felines	feline
professions	profession
side-stepping	side-step
liberalizing	liberalize
morphines	morphine
corporations	corporation
blooding	blood
regroups	regroup
frumpier	frumpy
enamelled	enamel
slurping	slurp
invitations	invitation
interludes	interlude
quarreled	quarrel
watermelons	watermelon
marshals	marshal
banishments	banishment
effluxes	efflux
conjures	conjure
dinners	dinner
matured	mature
wastelands	wasteland
recoded	recode
settees	settee
wallpapers	wallpaper
wigs	wig
blackouts	blackout
vegetated	vegetate
extremer	extreme
biotoxins	biotoxin
workdays	workday
bergamots	bergamot
blanketing	blanket
whirled	whirl
grained	grain
dying	die
prophesies	prophesy
sucklers	suckler
anglicizing	anglicize
interleaved	interleave
anticholinergics	anticholinergic
flatfishes	flatfish
tonguing	tongue
nannies	nanny
eighty-sixth	86
abbots	abbot
governed	govern
sub-lieutenants	sub-lieutenant
gaping	gape
bigrams	bigram
abodes	abode
latters	latter
losing	lose
unwraps	unwrap
annealing	anneal
retracing	retrace
examinees	examinee
retrogressed	retrogress
to-dos	to-do
field-testing	field-test
fireworks	firework
gangs	gang
wronging	wrong
gantries	gantry
mobs	mob
grommets	grommet
eating	eat
striating	striate
universalized	universalize
reservists	reservist
profiling	profile
biennials	biennial
depressants	depressant
consults	consult
quackeries	quackery
barbs	barb
foxing	fox
comparisons	comparison
postdates	postdate
re-appearances	re-appearance
spicules	spicule
mauves	mauve
pests	pest
ascribing	ascribe
nineteenth	19
trifling	trifle
speeches	speech
overextending	overextend
parameterisations	parameterisation
guiding	guide
politicising	politicise
totals	total
jerks	jerk
laying	lay
clogs	clog
lire	lira
polymerised	polymerise
promoting	promote
acetates	acetate
shelf-lives	shelf-life
discerned	discern
tickled	tickle
gaped	gape
hairsprays	hairspray
resistants	resistant
becoming	become
maximisations	maximisation
sheathes	sheathe
dotting	dot
sidesteps	sidestep
beauticians	beautician
tinctures	tincture
cuffs	cuff
drums	drum
annexed	annex
comforting	comfort
gabbed	gab
oligarchs	oligarch
inducting	induct
tarantulae	tarantula
lasting	last
