prickles	prickle
self-beliefs	self-belief
displacements	displacement
over-reacts	over-react
halogenated	halogenate
factions	faction
gondoliers	gondolier
proceeds	proceed
kebabs	kebab
disputants	disputant
dialoguing	dialogue
sorting	sort
nuzzles	nuzzle
savers	saver
serialising	serialise
brandishes	brandish
terser	terse
carets	caret
aunties	aunty
dickies	dicky
pregnancies	pregnancy
averaged	average
by-passing	by-pass
neutrons	neutron
parsed	parse
lengths	length
slimes	slime
bodes	bode
asphyxias	asphyxia
gassing	gas
salaries	salary
diggers	digger
fizzles	fizzle
escapes	escape
parodists	parodist
interwoven	interweave
three-hundredth	300
bloomers	bloomer
drafted	draft
marchionesses	marchioness
rhapsodized	rhapsodize
hypocrisies	hypocrisy
politicos	politico
blacklists	blacklist
plundered	plunder
fastnesses	fastness
sicknesses	sickness
stacked	stack
potencies	potency
polymerases	polymerase
blackmails	blackmail
retaliates	retaliate
glimmerings	glimmering
nerds	nerd
ran	run
gluons	gluon
devising	devise
accretions	accretion
numerals	numeral
droops	droop
tetramers	tetramer
symphonies	symphony
re-interprets	re-interpret
hardened	harden
guvnors	guvnor
possums	possum
caresses	caress
querying	query
slats	slat
whiskies	whisky
farts	fart
photoperiods	photoperiod
pastries	pastry
heritabilities	heritability
desecrates	desecrate
runners-up	runner-up
guides	guide
tomes	tome
podiatrists	podiatrist
griddles	griddle
linseeds	linseed
jollier	jolly
vaulted	vault
breeders	breeder
occurrences	occurrence
pulverises	pulverise
battles	battle
urologies	urology
substrata	substratum
superimposed	superimpose
scarecrows	scarecrow
altos	alto
edged	edge
manufacturers	manufacturer
crocidolites	crocidolite
hydrogenations	hydrogenation
papillas	papilla
pedagogies	pedagogy
hogs	hog
placated	placate
halides	halide
squelching	squelch
feelers	feeler
motorized	motorize
serenest	serene
dissociates	dissociate
soberer	sober
classifiers	classifier
swear-words	swear-word
tiling	tile
adherences	adherence
behaves	behave
tessellations	tessellation
vindicated	vindicate
powders	powder
bingos	bingo
followups	followup
reemerged	reemerge
simpling	simple
referring	refer
spaces	space
gallops	gallop
acquiesces	acquiesce
plutocrats	plutocrat
brasses	brass
adventuring	adventure
baptizes	baptize
quarks	quark
probed	probe
frizzier	frizzy
possesses	possess
cleaners	cleaner
raked	rake
flossed	floss
emailing	email
qualia	quale
burred	burr
emendations	emendation
combiners	combiner
post-codes	post-code
bread-bins	bread-bin
caved	cave
pressuring	pressure
blancmanges	blancmange
redevelopments	redevelopment
synthetases	synthetase
juxtaposing	juxtapose
lovebirds	lovebird
parcels	parcel
criticizes	criticize
microworlds	microworld
chromas	chroma
vomitings	vomiting
catchings	catching
systoles	systole
treed	tree
tensors	tensor
visions	vision
best-trained	well-trained
berries	berry
winding	wind
hooked	hook
foreknew	foreknow
broaches	broach
coppiced	coppice
forebears	forebear
pollinators	pollinator
cleaner	clean
symbioses	symbiosis
burbles	burble
essaying	essay
churning	churn
fibbing	fib
scouring	scour
wedges	wedge
expressions	expression
crazed	craze
inhabitations	inhabitation
scuppering	scupper
tenements	tenement
beasties	beastie
cross-infections	cross-infection
joiners	joiner
chagrins	chagrin
scanners	scanner
verses	verse
underfunding	underfund
phoebes	phoebe
pre-ordered	pre-order
tracheostomies	tracheostomy
backlights	backlight
arching	arch
wobblers	wobbler
urchins	urchin
racquets	racquet
winnowed	winnow
sentimentalists	sentimentalist
head-shrinkers	head-shrinker
counter-balances	counter-balance
hieroglyphics	hieroglyphic
humoured	humour
souwesters	souwester
steeps	steep
cloudier	cloudy
matchers	matcher
reediest	reedy
scandalizes	scandalize
catapults	catapult
toppled	topple
vested	vest
imagers	imager
short-courses	short-course
co-workers	co-worker
fobbed	fob
gelled	gel
softies	softie
slips	slip
deteriorates	deteriorate
pictures	picture
coastguards	coastguard
microfilming	microfilm
countries	country
flypasts	flypast
revolutionizes	revolutionize
vodkas	vodka
riveted	rivet
waxing	wax
pipped	pip
further	far
notepads	notepad
snakier	snaky
scones	scone
biodegrading	biodegrade
produces	produce
cyclohexanes	cyclohexane
tut-tutted	tut-tut
rewritten	rewrite
mockeries	mockery
subletted	sublet
re-structuring	re-structure
accustoms	accustom
spillovers	spillover
narrating	narrate
maydays	mayday
pleasured	pleasure
counterfeited	counterfeit
copyrights	copyright
results	result
co-habits	co-habit
interlanguages	interlanguage
exporters	exporter
teaches	teach
underpriced	underprice
footbrakes	footbrake
analyzes	analyze
translates	translate
inbred	inbreed
radicalisations	radicalisation
destines	destine
ascertainments	ascertainment
ordeals	ordeal
looters	looter
dieses	diesis
retorts	retort
techs	tech
mscs	msc
outran	outrun
checkmarks	checkmark
categorising	categorise
congruences	congruence
saunters	saunter
jigsawed	jigsaw
scintigraphies	scintigraphy
hankies	hankie
absolutists	absolutist
sitars	sitar
chumming	chum
terminated	terminate
tartrates	tartrate
envelopes	envelope
crystalising	crystalise
empiricists	empiricist
strakes	strake
depoliticised	depoliticise
fossilizing	fossilize
amethysts	amethyst
microstructures	microstructure
arrived	arrive
baby-sits	baby-sit
threatened	threaten
deviating	deviate
mechanizes	mechanize
self-administers	self-administer
foretelling	foretell
fundaments	fundament
oscillates	oscillate
memorising	memorise
hinderances	hinderance
omegas	omega
boms	bom
adverting	advert
keepsakes	keepsake
rebids	rebid
eulogizes	eulogize
crankier	cranky
sissies	sissy
maintainers	maintainer
metes	mete
keeps	keep
recrosses	recross
cultures	culture
transferences	transference
rawhides	rawhide
thiazides	thiazide
re-considers	re-consider
shopping	shop
regraded	regrade
superbest	superb
volleying	volley
co-operators	co-operator
ratepayers	ratepayer
vitiates	vitiate
immigrates	immigrate
aviators	aviator
misdid	misdo
travails	travail
plaques	plaque
moistens	moisten
spells	spell
shut-downs	shut-down
solves	solve
tutus	tutu
withering	wither
blackjacks	blackjack
blackballed	blackball
cohabitting	cohabit
hearts	heart
normals	normal
heavens	heaven
trikes	trike
grossing	gross
libyans	libyan
napping	nap
licences	licence
belaboured	belabour
conductances	conductance
hoards	hoard
anesthesias	anesthesia
gambols	gambol
companions	companion
retrofitting	retrofit
dingier	dingy
lamas	lama
promoters	promoter
legionnaires	legionnaire
patrimonies	patrimony
bearings	bearing
helms	helm
micronucleuses	micronucleus
modulated	modulate
lustier	lusty
metabolisms	metabolism
mandibles	mandible
rumpling	rumple
foists	foist
salt-marshes	salt-marsh
earaches	earache
belies	belie
stashes	stash
lambdas	lambda
eulogized	eulogize
extruding	extrude
muddling	muddle
dominos	domino
sitting-rooms	sitting-room
mock-ups	mock-up
spunks	spunk
identities	identity
seagrasses	seagrass
overacting	overact
princes	prince
extravagances	extravagance
slewed	slew
crops	crop
histologies	histology
overseeing	oversee
requesters	requester
enforces	enforce
fireplaces	fireplace
choppers	chopper
jaunting	jaunt
underfunded	underfund
miniaturises	miniaturise
pre-empted	pre-empt
also-rans	also-ran
muddied	muddy
commentators	commentator
pedaling	pedal
springs	spring
regattas	regatta
metatarsals	metatarsal
headwalls	headwall
precipitating	precipitate
reconnected	reconnect
satiating	satiate
reproved	reprove
torches	torch
curlers	curler
under-estimates	under-estimate
footed	foot
re-oriented	re-orient
blowed	blow
freedmen	freedman
re-applied	re-apply
swelling	swell
hypertrophies	hypertrophy
kittening	kitten
maxillas	maxilla
hassling	hassle
breasts	breast
exposures	exposure
vents	vent
undersold	undersell
ossifies	ossify
butterscotches	butterscotch
naturalized	naturalize
maiming	maim
publications	publication
elks	elk
dogmatizing	dogmatize
turnrounds	turnround
scavengers	scavenger
beatings	beating
procrastinates	procrastinate
micronuclei	micronucleus
codas	coda
slumbering	slumber
principles	principle
splintered	splinter
knows	know
directors-general	director-general
dawns	dawn
video-taped	video-tape
semesters	semester
sorcerers	sorcerer
incarnations	incarnation
give-aways	give-away
starring	star
majoritarians	majoritarian
grouchier	grouchy
clipping	clip
vaunts	vaunt
doughnuts	doughnut
hydroxylases	hydroxylase
wielded	wield
desires	desire
dotted	dot
roulades	roulade
bayoneting	bayonet
literalisms	literalism
annexing	annexe
rotates	rotate
winced	wince
bords	bord
streaked	streak
scarpered	scarper
nostrils	nostril
overbearing	overbear
detests	detest
darted	dart
fried	fry
chimpanzees	chimpanzee
carbohydrates	carbohydrate
metarules	metarule
developments	development
tracks	track
regenerators	regenerator
drivelled	drivel
scalae	scala
subtasks	subtask
fears	fear
distinctions	distinction
replacements	replacement
mingles	mingle
inquires	inquire
clichés	cliché
standings	standing
laboratories	laboratory
proposed	propose
mannequins	mannequin
bullfighters	bullfighter
pansies	pansy
solos	solo
foggiest	foggy
eucalypti	eucalyptus
sambaing	samba
realizes	realize
deluges	deluge
yemenis	yemeni
least	little
levitated	levitate
sexualities	sexuality
burnishing	burnish
perjures	perjure
reperfusions	reperfusion
albums	album
rebroadcasts	rebroadcast
counting	count
paced	pace
progestogens	progestogen
cushioning	cushion
transshipping	transship
marksmen	marksman
recuperations	recuperation
absorbers	absorber
fras	fra
noodles	noodle
stomach-aches	stomach-ache
victuals	victual
gazelles	gazelle
analyzed	analyze
feeing	fee
magnums	magnum
fixatives	fixative
mortised	mortise
dramatized	dramatize
tiered	tier
crises	crisis
bopping	bop
waned	wane
ricks	rick
brands	brand
foreshows	foreshow
papacies	papacy
puffed	puff
merchandisers	merchandiser
squads	squad
bans	ban
thrombosing	thrombose
grinned	grin
bossier	bossy
supervised	supervise
cavities	cavity
denotations	denotation
spayed	spay
re-admissions	re-admission
exhausted	exhaust
racers	racer
firewalls	firewall
whinnying	whinny
mislays	mislay
dehydrations	dehydration
ratifying	ratify
conceptions	conception
gulfs	gulf
covenants	covenant
transporters	transporter
foibles	foible
rapped	rap
requestors	requestor
malarkies	malarky
ravished	ravish
snorts	snort
dragged	drag
a-bombs	a-bomb
arias	aria
christs	christ
conked	conk
misspends	misspend
solecisms	solecism
doorbells	doorbell
philosophising	philosophise
sexing	sex
organising	organise
doodles	doodle
clearways	clearway
liberalises	liberalise
gossipped	gossip
sited	site
etchs	etch
handednesses	handedness
scanning	scan
bunkering	bunker
orphaned	orphan
recapitulates	recapitulate
pestilences	pestilence
stows	stow
consummated	consummate
tethers	tether
raciest	racy
marches	march
rebated	rebate
co-pilots	co-pilot
biogeneses	biogenesis
capacities	capacity
collations	collation
overshooting	overshoot
immobilisations	immobilisation
penitentiaries	penitentiary
teepees	teepee
motorcyclists	motorcyclist
retaining	retain
erasers	eraser
interested	interest
fleapits	fleapit
saffrons	saffron
motor-cycles	motor-cycle
opting	opt
prettier	pretty
padlocking	padlock
backfiring	backfire
hinges	hinge
clads	clad
slandering	slander
repressions	repression
de-selects	de-select
potyviruses	potyvirus
underwings	underwing
mowers	mower
brokered	broker
observed	observe
desensitizes	desensitize
dispatches	dispatch
bedevilled	bedevil
televising	televise
saloons	saloon
hocks	hock
cloisters	cloister
humbugs	humbug
co-productions	co-production
side-effects	side-effect
colonisers	coloniser
mucilages	mucilage
misdirects	misdirect
graced	grace
rents	rent
strollers	stroller
sensitizations	sensitization
mascots	mascot
adrenals	adrenal
calves	calf
bailiffs	bailiff
palmettos	palmetto
deers	deer
breastfeeds	breastfeed
safest	safe
handcrafting	handcraft
fortieth	40
investigates	investigate
sulci	sulcus
stratifies	stratify
night-clubs	night-club
spondees	spondee
quarrelled	quarrel
sewn	sew
undulations	undulation
amateurs	amateur
forefathers	forefather
freeze-dries	freeze-dry
tiffs	tiff
incubators	incubator
confessionals	confessional
redacts	redact
pips	pip
freewheeling	freewheel
summonsing	summons
bow-wows	bow-wow
obsessives	obsessive
lars	lar
salves	salve
existentialists	existentialist
softies	softy
kinkier	kinky
lamberts	lambert
fingering	finger
emblems	emblem
ligating	ligate
dropsies	dropsy
enthused	enthuse
gelatins	gelatin
salving	salve
harmonicas	harmonica
posted	post
sub-sites	sub-site
geographers	geographer
aptest	apt
neurons	neuron
catchers	catcher
gybed	gybe
fluttered	flutter
crofts	croft
hilliest	hilly
carbonising	carbonise
troves	trove
ai	have
tryptophans	tryptophan
tomtits	tomtit
loyaller	loyal
dawdles	dawdle
brushing	brush
bittiest	bitty
merrier	merry
welcoming	welcome
sweatier	sweaty
dribbling	dribble
lodgments	lodgment
quarantines	quarantine
deifying	deify
chambers	chamber
fiancés	fiancé
pushes	push
lightened	lighten
exorcised	exorcise
crispest	crisp
hydrolyses	hydrolysis
unionists	unionist
non-entities	non-entity
swiped	swipe
pocketbooks	pocketbook
fascists	fascist
repressors	repressor
clavicles	clavicle
glinting	glint
coin-boxes	coin-box
wrestles	wrestle
imprecations	imprecation
sentenced	sentence
womanised	womanise
gated	gate
insinuating	insinuate
defter	deft
narcissists	narcissist
swore	swear
been	be
careening	careen
pollutions	pollution
seismographs	seismograph
waddles	waddle
unrolling	unroll
gutting	gut
blessings	blessing
sashes	sash
sachets	sachet
e-mailed	e-mail
denominators	denominator
reinscribed	reinscribe
missing	miss
entombed	entomb
discharging	discharge
postmarked	postmark
grouses	grouse
calmer	calm
worms	worm
flushes	flush
jaffas	jaffa
retinas	retina
barres	barre
broadleaves	broadleaf
achieving	achieve
retches	retch
vigilantes	vigilante
pyrimidines	pyrimidine
equipping	equip
reimposed	reimpose
explorations	exploration
troubadours	troubadour
blurriest	blurry
draughtier	draughty
parrs	parr
embankments	embankment
munches	munch
sawn	saw
tombolas	tombola
analgesics	analgesic
strictures	stricture
romanticized	romanticize
churned	churn
destabilising	destabilise
ravishes	ravish
disconnects	disconnect
oversells	oversell
raves	rave
emulsifiers	emulsifier
semi-finalists	semi-finalist
bunging	bung
josses	joss
sagging	sag
reapplications	reapplication
revitalized	revitalize
ills	ill
arouses	arouse
trailing	trail
cookers	cooker
embellished	embellish
supplants	supplant
renames	rename
condoms	condom
pinches	pinch
contaminants	contaminant
escapists	escapist
merer	mere
malarias	malaria
daggers	dagger
calculuses	calculus
streamlining	streamline
extracted	extract
snicked	snick
cementing	cement
microelectronics	microelectronic
propionates	propionate
shackled	shackle
storerooms	storeroom
displaced	displace
deregulates	deregulate
dazed	daze
gladder	glad
lineaments	lineament
incrementing	increment
thirty-ninth	39
birdcages	birdcage
entrepreneurs	entrepreneur
declares	declare
stakes	stake
ailing	ail
ochratoxins	ochratoxin
predispositions	predisposition
sapped	sap
veras	vera
spheres	sphere
rankled	rankle
nobs	nob
verified	verify
infringements	infringement
officiants	officiant
remitting	remit
iguanas	iguana
sloped	slope
weals	weal
briefing	brief
dosing	dose
underperforming	underperform
premeditating	premeditate
pts	pt
pediatricians	pediatrician
re-schedules	re-schedule
spiels	spiel
accessed	access
relending	relend
veils	veil
reps	rep
setpoints	setpoint
australians	australian
compacting	compact
zigzags	zigzag
enthrones	enthrone
humblest	humble
meddled	meddle
patricides	patricide
morays	moray
contacted	contact
concordats	concordat
vibrated	vibrate
paragraphs	paragraph
harassments	harassment
simulcasting	simulcast
amphorae	amphora
badgered	badger
weighing	weigh
lysing	lyse
catalysing	catalyse
strolls	stroll
confectionaries	confectionary
collagens	collagen
pharynges	pharynx
proselytised	proselytise
